company_id,industry_sector,revenue,cogs,gross_profit,operating_profit,net_profit,ebitda,interest_expense,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,liquid_assets,cash,inventory,accounts_payable,share_price,shares_outstanding,dividends_per_share,annualized_portfolio_return,benchmark_return,risk_free_rate,daily_return_stdev,downside_deviation,market_covariance,market_variance,correlation_to_benchmark,tracking_error,historical_peak_value,historical_trough_value,var_95_amount,total_gross_loan_amount,days_past_due,provision_for_credit_losses,net_profit_margin,roa,roe,cash_ratio,quick_ratio,current_ratio,inventory_turnover,asset_turnover,payable_turnover,debt_to_assets,debt_to_equity,interest_coverage,dscr,eps,pe_ratio,dividend_yield,volatility_annualized,alpha,beta,sharpe_ratio,treynor_ratio,max_drawdown,sortino_ratio,r_squared,npl_status,cost_of_risk,is_default,portfolio_weight
COMP_03150,Technology,11475.07,9579.0,1896.07,123.86,82.93,708.01,163.31,11498.83,7197.51,4301.32,1991.79,3332.95,1466.98,873.2,333.74,1156.33,13.54,14.44,2.19,0.1072,0.0997,0.04,0.028297,0.5159,0.024371,0.027422,0.498,0.0086,30.26,25.25,12.79,3181.0,0,17.56,0.0072,0.0072,0.0193,0.262,0.4401,0.5976,28.702,0.9979,8.284,0.6259,1.6733,0.7584,1.4707,5.7431,2.36,0.1617,0.4492,0.0075,0.8887,0.1496,0.0756,0.1656,0.1303,0.248,0,0.0055,1,0.00067865
COMP_03151,Industrials,2832.36,1237.23,1595.13,1340.6,1019.16,1433.33,256.94,4357.87,3454.65,903.22,909.78,1351.63,644.35,294.12,209.56,775.93,7.15,51.14,0.0,0.2913,0.0512,0.04,0.018619,0.2691,0.015914,0.017105,0.408,0.0136,12.37,7.04,0.9,738.71,0,5.49,0.3598,0.2339,1.1284,0.2176,0.4767,0.6731,5.9039,0.6499,1.5945,0.7927,3.8248,5.2176,4.3328,19.9288,0.36,0.0,0.2956,0.2401,0.9304,0.8501,0.2701,0.4309,0.9339,0.1665,0,0.0074,0,0.0001576
COMP_03152,Technology,1582.43,730.3,852.13,572.8,469.37,741.0,106.73,2282.68,2039.97,242.71,1352.37,633.55,831.89,343.05,325.72,199.64,95.61,41.99,2.67,-0.1423,0.1219,0.04,0.015841,0.2541,0.02647,0.052078,0.2294,0.0774,185.62,96.11,4.53,800.5,0,19.92,0.2966,0.2056,1.9339,0.5415,1.3131,2.1346,2.2421,0.6932,3.6581,0.8937,8.405,5.3668,3.9672,11.1781,8.55,0.0279,0.2515,-0.2642,0.5083,-0.7249,-0.3586,0.4822,-0.7174,0.0526,0,0.0249,0,0.00017078
COMP_03153,Technology,3248.93,1990.99,1257.94,1026.28,816.7,1219.19,140.28,5821.85,4659.27,1162.58,953.9,1515.91,419.44,282.77,266.96,705.06,43.3,34.42,0.48,-0.1259,0.0333,0.04,0.022257,0.2083,0.082773,0.05458,0.8575,0.0522,101.06,89.53,3.47,1788.78,55,11.92,0.2514,0.1403,0.7025,0.1865,0.2767,0.6293,7.458,0.5581,2.8239,0.8003,4.0077,7.3159,3.82,23.7275,1.82,0.0111,0.3533,-0.1592,1.5165,-0.4696,-0.1094,0.1141,-0.7964,0.7353,0,0.0067,1,0.00038163
COMP_03154,Materials,933.31,369.24,564.07,506.55,321.05,591.76,37.04,1288.92,786.37,502.55,705.15,270.68,522.8,155.13,210.98,143.39,66.13,143.73,2.08,0.0182,0.0913,0.04,0.003015,0.0366,0.015497,0.019137,0.7078,0.1119,128.14,77.22,0.81,334.67,0,15.78,0.344,0.2491,0.6388,0.5731,1.9314,2.6051,1.7501,0.7241,2.5751,0.6101,1.5648,13.6758,8.3929,2.2337,29.61,0.0315,0.0479,-0.0731,0.8098,-0.4551,-0.0269,0.3974,-0.5956,0.501,0,0.0472,0,7.14e-05
COMP_03155,Telecom,1001.75,569.22,432.53,252.26,160.35,367.74,79.77,1550.12,1000.87,549.25,891.2,336.55,562.24,240.91,221.88,99.34,84.81,11.85,0.21,0.1162,0.0845,0.04,0.003651,0.0516,0.048298,0.041424,0.4325,0.0275,152.36,66.62,2.76,210.68,0,9.64,0.1601,0.1034,0.2919,0.7158,1.6706,2.648,2.5654,0.6462,5.73,0.6457,1.8222,3.1623,3.6468,13.5316,6.27,0.0025,0.058,0.0317,1.1659,1.3138,0.0654,0.5627,1.4767,0.1871,0,0.0458,0,4.495e-05
COMP_03156,Consumer Discretionary,8028.3,5145.3,2883.0,1984.04,1214.45,2633.12,675.73,22452.11,17640.77,4811.34,8031.84,7290.3,5106.81,2647.69,2786.2,3795.36,53.57,98.19,0.03,-0.1102,0.0709,0.04,0.021413,0.2913,0.033282,0.038144,0.4904,0.0437,58.25,24.61,4.0,3463.22,0,90.37,0.1513,0.0541,0.2524,0.3632,0.7005,1.1017,1.8467,0.3576,1.3557,0.7857,3.6665,2.9361,2.5763,12.3684,4.33,0.0006,0.3399,-0.1811,0.8725,-0.4419,-0.1721,0.5775,-0.5156,0.2405,0,0.0261,0,0.00073886
COMP_03157,Technology,154.05,94.13,59.92,48.54,40.34,58.67,2.25,236.72,62.23,174.49,77.51,18.61,40.98,28.3,21.98,9.62,42.38,58.19,0.11,0.3516,0.1039,0.04,0.023526,0.2841,0.067977,0.056417,0.5712,0.005,84.81,36.2,11.93,65.37,0,1.09,0.2619,0.1704,0.2312,1.5207,2.202,4.165,4.2825,0.6508,9.7848,0.2629,0.3566,21.5733,6.6769,0.6932,61.14,0.0026,0.3735,0.2477,1.2049,0.8343,0.2586,0.5732,1.0968,0.3263,0,0.0167,0,1.395e-05
COMP_03158,Real Estate,3503.56,1805.93,1697.63,1151.15,823.99,1340.85,208.34,8857.49,7693.34,1164.15,2189.59,3128.55,1176.21,462.25,707.74,1832.36,30.31,17.93,0.14,0.2139,0.1057,0.04,0.008022,0.0722,0.005233,0.042383,0.5273,0.0681,55.15,27.55,10.18,3434.41,83,141.97,0.2352,0.093,0.7078,0.1478,0.376,0.6999,2.5517,0.3955,0.9856,0.8686,6.6085,5.5253,2.43,45.9559,0.66,0.0046,0.1273,0.1082,0.1235,1.3661,1.4081,0.5005,2.4086,0.278,0,0.0413,0,0.00073271
COMP_03159,Energy,960.11,596.44,363.67,96.01,66.04,205.52,69.46,2090.0,1244.16,845.84,364.62,704.81,303.77,153.9,53.18,401.12,46.86,63.73,0.0,-0.1161,0.0882,0.04,0.006387,0.0992,0.017155,0.023534,0.5315,0.0862,105.23,40.39,5.07,728.78,0,26.54,0.0688,0.0316,0.0781,0.2184,0.431,0.5173,11.2155,0.4594,1.4869,0.5953,1.4709,1.3822,1.4439,1.0362,45.22,0.0,0.1014,-0.2043,0.7289,-1.5394,-0.2142,0.6162,-1.5736,0.2825,0,0.0364,0,0.00015548
COMP_03160,Consumer Staples,772.95,641.09,131.86,-46.73,-31.42,23.91,26.27,1192.34,1035.95,156.39,623.23,375.41,413.61,137.09,90.29,133.44,25.53,250.62,0.0,0.0885,0.0559,0.04,0.009045,0.1319,0.011077,0.045784,0.6865,0.0142,45.65,34.26,14.95,146.84,0,6.42,-0.0406,-0.0264,-0.2009,0.3652,1.1018,1.6601,7.1003,0.6483,4.8043,0.8688,6.6241,-1.7788,0.5838,-0.1254,,0.0,0.1436,0.0326,0.2419,0.3377,0.2005,0.2495,0.3677,0.4713,0,0.0437,1,3.133e-05
COMP_03161,Consumer Staples,564.83,255.87,308.96,165.55,114.07,216.31,72.33,1468.07,1096.56,371.51,274.33,316.97,126.22,87.6,43.54,138.27,96.56,102.23,0.21,0.141,0.1295,0.04,0.022035,0.2779,0.024716,0.0364,0.8623,0.0115,137.47,83.73,6.66,457.67,0,20.43,0.202,0.0777,0.307,0.2764,0.3982,0.8655,5.8767,0.3847,1.8505,0.7469,2.9516,2.2888,1.8316,1.1158,86.54,0.0022,0.3498,0.0115,0.679,0.2887,0.1487,0.3909,0.3634,0.7436,0,0.0446,0,9.764e-05
COMP_03162,Technology,1318.71,893.31,425.4,72.01,47.35,162.15,72.95,2781.38,970.72,1810.66,1730.95,328.82,736.03,486.22,314.89,187.47,58.3,30.8,0.0,-0.0488,0.0529,0.04,0.011135,0.2031,0.009245,0.027365,0.4942,0.0212,73.85,55.24,2.51,1051.0,0,32.33,0.0359,0.017,0.0262,1.4787,2.2384,5.2641,2.8369,0.4741,4.7651,0.349,0.5361,0.9871,0.9107,1.5373,37.92,0.0,0.1768,-0.1017,0.3378,-0.5023,-0.2629,0.252,-0.4372,0.2442,0,0.0308,1,0.00022422
COMP_03163,Real Estate,1040.82,386.87,653.95,348.83,265.16,459.21,23.13,852.39,304.66,547.73,254.33,167.79,133.17,90.96,86.07,33.85,108.65,127.02,0.0,-0.1731,0.0729,0.04,0.009792,0.16,0.048666,0.040383,0.3405,0.0539,220.6,111.46,5.93,71.97,130,8.61,0.2548,0.3111,0.4841,0.5421,0.7937,1.5158,4.4948,1.2211,11.429,0.3574,0.5562,15.0813,15.142,2.0875,52.05,0.0,0.1554,-0.246,1.2051,-1.3713,-0.1768,0.4947,-1.3319,0.1159,1,0.1196,1,1.535e-05
COMP_03164,Telecom,666.71,255.49,411.22,250.67,201.82,313.49,8.06,634.18,304.32,329.86,346.97,175.5,231.81,43.43,25.0,79.14,43.34,14.93,0.06,-0.0406,0.1005,0.04,0.008627,0.1034,0.080455,0.058115,0.224,0.0204,72.73,41.57,1.65,182.62,0,6.14,0.3027,0.3182,0.6118,0.2475,1.3209,1.977,10.2196,1.0513,3.2283,0.4799,0.9226,31.1005,11.9098,13.5177,3.21,0.0014,0.1369,-0.1411,1.3844,-0.5888,-0.0582,0.4284,-0.7795,0.0502,0,0.0336,0,3.896e-05
COMP_03165,Industrials,471.92,295.38,176.54,81.16,64.84,107.35,26.14,1158.94,488.6,670.34,208.43,271.01,154.13,71.9,41.59,77.55,35.42,86.5,0.0,0.2269,0.0547,0.04,0.017354,0.1479,0.073726,0.050872,0.55,0.0258,70.24,45.93,25.59,92.34,0,1.39,0.1374,0.0559,0.0967,0.2653,0.5687,0.7691,7.1022,0.4072,3.8089,0.4216,0.7289,3.1048,3.0347,0.7496,47.25,0.0,0.2755,0.1722,1.4492,0.6784,0.129,0.3461,1.2637,0.3025,0,0.0151,1,1.97e-05
COMP_03166,Utilities,111.45,44.86,66.59,50.84,43.06,60.2,2.75,198.64,106.38,92.26,83.06,33.5,39.79,9.48,8.17,16.6,30.97,284.92,0.0,-0.1087,0.0673,0.04,0.005674,0.0955,0.037251,0.047121,0.3664,0.0598,69.48,40.9,9.98,10.26,41,0.17,0.3864,0.2168,0.4667,0.283,1.1878,2.4794,5.4908,0.5611,2.7024,0.5355,1.153,18.4873,15.9428,0.1511,204.96,0.0,0.0901,-0.176,0.7905,-1.6504,-0.1881,0.4113,-1.5571,0.1342,0,0.0166,0,2.19e-06
COMP_03167,Utilities,460.1,166.18,293.92,250.02,190.62,281.64,27.17,778.54,500.24,278.3,252.67,177.65,161.36,94.87,74.1,92.13,130.2,15.5,0.26,0.278,0.0117,0.04,0.015203,0.195,0.014485,0.013818,0.3686,0.0276,193.36,68.33,15.46,304.72,0,6.58,0.4143,0.2448,0.6849,0.534,0.9083,1.4223,2.2426,0.591,1.8038,0.6425,1.7975,9.2021,4.886,12.2981,10.59,0.002,0.2413,0.2663,1.0483,0.9863,0.227,0.6466,1.2205,0.1359,0,0.0216,0,6.501e-05
COMP_03168,Materials,593.03,258.42,334.61,203.16,168.03,221.3,24.44,664.68,354.79,309.89,109.67,209.32,48.24,17.0,6.51,101.56,12.88,146.84,0.96,-0.064,0.0876,0.04,0.003859,0.0509,0.014348,0.016042,0.2686,0.0394,25.04,11.1,5.17,81.94,0,3.7,0.2833,0.2528,0.5422,0.0812,0.2305,0.5239,39.6959,0.8922,2.5445,0.5338,1.1449,8.3126,6.7813,1.1443,11.26,0.0745,0.0613,-0.1516,0.8944,-1.6966,-0.1163,0.5567,-2.0432,0.0721,0,0.0452,0,1.748e-05
COMP_03169,Consumer Staples,1314.85,831.54,483.31,90.52,69.67,225.54,22.58,1506.95,432.0,1074.95,720.17,142.36,303.01,198.01,134.34,85.19,7.58,19.11,0.38,-0.3085,0.1127,0.04,0.010906,0.1577,0.011553,0.040615,0.3199,0.0704,18.15,11.66,11.37,497.0,0,24.61,0.053,0.0462,0.0648,1.3909,2.1285,5.0588,6.1898,0.8725,9.761,0.2867,0.4019,4.0089,3.1204,3.6457,2.08,0.0501,0.1731,-0.4212,0.2845,-2.0133,-1.225,0.3576,-2.2099,0.1023,0,0.0495,0,0.00010603
COMP_03170,Technology,11564.59,8114.53,3450.06,1520.63,1053.72,1995.41,1889.47,29548.17,26125.33,3422.84,18366.59,6665.72,16067.85,3090.79,3093.34,2610.98,28.43,52.23,0.07,0.2584,0.0844,0.04,0.012714,0.1942,0.019941,0.011586,0.5498,0.0883,37.43,33.7,5.16,7249.57,181,554.83,0.0911,0.0357,0.3078,0.4637,2.4105,2.7554,2.6232,0.3914,3.1078,0.8842,7.6326,0.8048,0.7632,20.1746,1.41,0.0025,0.2018,0.174,1.7211,1.0823,0.1269,0.0997,1.1246,0.3023,1,0.0765,1,0.00154665
COMP_03171,Utilities,523.67,236.3,287.37,166.44,104.25,206.18,49.25,1374.03,723.19,650.84,213.49,226.24,162.7,78.68,16.58,96.05,30.51,11.78,0.0,0.0078,0.0652,0.04,0.030929,0.4547,0.004588,0.042129,0.7346,0.0518,69.75,34.05,9.26,371.61,0,2.88,0.1991,0.0759,0.1602,0.3478,0.7191,0.9436,14.2521,0.3811,2.4602,0.5263,1.1112,3.3795,2.386,8.8497,3.45,0.0,0.491,-0.0574,0.1089,-0.0656,-0.2957,0.5118,-0.0708,0.5396,0,0.0078,0,7.928e-05
COMP_03172,Technology,321.03,219.63,101.4,45.61,29.19,64.96,19.17,652.33,523.95,128.38,186.06,306.82,154.36,35.56,30.33,111.56,80.5,173.74,0.0,0.045,0.0856,0.04,0.003,0.0332,0.008927,0.025097,0.5503,0.0382,102.44,63.26,8.9,67.21,0,0.38,0.0909,0.0447,0.2274,0.1159,0.5031,0.6064,7.2413,0.4921,1.9687,0.8032,4.0812,2.3792,2.509,0.168,479.17,0.0,0.0476,-0.0406,0.3557,0.105,0.0141,0.3825,0.1506,0.3028,0,0.0057,0,1.434e-05
COMP_03173,Materials,465.26,205.29,259.97,186.47,146.72,214.75,11.62,674.29,200.99,473.3,338.36,73.63,169.19,86.73,99.04,43.41,101.07,17.68,0.23,0.1231,0.1156,0.04,0.021469,0.2128,0.006598,0.018047,0.7608,0.0492,155.71,68.44,1.83,212.37,0,9.48,0.3154,0.2176,0.31,1.1779,2.2978,4.5954,2.0728,0.69,4.7291,0.2981,0.4247,16.0473,6.5359,8.2986,12.18,0.0023,0.3408,0.0075,0.3656,0.2438,0.2273,0.5605,0.3905,0.5788,0,0.0446,0,4.531e-05
COMP_03174,Consumer Staples,1318.19,865.69,452.5,251.38,205.25,347.56,59.68,3759.4,2919.33,840.07,2201.61,1674.39,1270.74,692.27,200.88,952.9,30.07,42.02,0.15,-0.1196,0.078,0.04,0.016094,0.1328,0.016512,0.012309,0.8025,0.005,49.43,28.02,7.34,633.22,0,10.13,0.1557,0.0546,0.2443,0.4134,0.7589,1.3149,4.3095,0.3506,0.9085,0.7765,3.4751,4.2121,2.8256,4.8846,6.16,0.005,0.2555,-0.1976,1.3415,-0.6247,-0.119,0.4331,-1.2018,0.644,0,0.016,0,0.00013509
COMP_03175,Financials,2222.44,1235.63,986.81,595.31,477.28,861.41,76.65,4828.73,1751.44,3077.29,1184.92,423.21,763.19,343.74,408.86,251.66,23.89,190.82,1.15,-0.0849,0.1168,0.04,0.023346,0.1887,0.004687,0.020576,0.7155,0.0114,45.45,16.86,3.96,1260.92,0,58.79,0.2148,0.0988,0.1551,0.8122,1.8033,2.7998,3.0221,0.4603,4.9099,0.3627,0.5692,7.7666,4.2488,2.5012,9.55,0.0481,0.3706,-0.2017,0.2278,-0.337,-0.5483,0.629,-0.6619,0.5119,0,0.0466,0,0.00026901
COMP_03176,Telecom,2628.09,1778.95,849.14,476.68,289.47,652.12,159.04,6708.5,4639.69,2068.81,1243.48,2349.64,947.43,314.33,83.98,1395.58,4.87,94.44,0.06,0.0204,0.0792,0.04,0.027425,0.4886,0.040434,0.044795,0.2194,0.0443,6.16,3.14,10.51,1271.69,0,8.76,0.1101,0.0431,0.1399,0.1338,0.4032,0.5292,21.183,0.3918,1.2747,0.6916,2.2427,2.9972,2.2785,3.0651,1.59,0.0123,0.4354,-0.0588,0.9026,-0.045,-0.0217,0.4903,-0.0401,0.0481,0,0.0069,0,0.00027131
COMP_03177,Energy,2960.9,2509.44,451.46,-250.85,-178.76,-113.44,123.92,2390.1,1625.68,764.42,368.84,385.83,256.04,43.79,50.43,215.36,220.76,136.34,2.51,0.2323,0.0663,0.04,0.01541,0.2926,0.047409,0.032475,0.6301,0.0211,382.52,147.71,23.15,269.51,0,2.05,-0.0604,-0.0748,-0.2339,0.1135,0.6636,0.956,49.7609,1.2388,11.6523,0.6802,2.1267,-2.0243,-0.7519,-1.3111,,0.0114,0.2446,0.166,1.4599,0.7862,0.1317,0.6139,0.6572,0.397,0,0.0076,1,5.75e-05
COMP_03178,Energy,3508.97,2873.53,635.44,-306.96,-246.91,-7.91,234.33,6283.52,5286.79,996.73,1618.65,1475.01,1138.4,660.7,457.22,844.22,54.93,152.32,0.0,0.1226,0.094,0.04,0.008117,0.0967,0.009493,0.011638,0.4248,0.0389,132.62,51.82,31.86,612.53,0,20.93,-0.0704,-0.0393,-0.2477,0.4479,0.7718,1.0974,6.2848,0.5584,3.4038,0.8414,5.3041,-1.3099,-0.0268,-1.621,,0.0,0.1289,0.0286,0.8157,0.6408,0.1013,0.6093,0.8542,0.1805,0,0.0342,1,0.00013068
COMP_03179,Utilities,784.73,276.34,508.39,295.95,189.35,336.18,57.89,2131.4,977.12,1154.28,395.71,436.23,192.44,137.75,62.23,108.16,96.58,81.82,0.84,0.12,0.0856,0.04,0.031705,0.3267,0.005402,0.013454,0.8755,0.0307,145.52,53.54,73.82,399.63,69,14.93,0.2413,0.0888,0.164,0.3158,0.4411,0.9071,4.4406,0.3682,2.5549,0.4584,0.8465,5.1123,3.4356,2.3142,41.73,0.0087,0.5033,0.0344,0.4015,0.159,0.1993,0.6321,0.2449,0.7665,0,0.0374,0,8.526e-05
COMP_03180,Energy,12884.34,10213.67,2670.67,1293.02,971.32,1801.94,407.98,19894.88,6382.75,13512.13,6559.16,2385.82,4336.48,2718.41,1273.17,642.77,80.49,379.09,0.11,0.2274,0.0625,0.04,0.021806,0.2698,0.027473,0.039183,0.9055,0.0385,107.27,83.26,4.15,1046.26,0,16.87,0.0754,0.0488,0.0719,1.1394,1.8176,2.7492,8.0222,0.6476,15.8901,0.3208,0.4724,3.1693,3.5153,2.5622,31.41,0.0014,0.3462,0.1649,0.7011,0.5413,0.2673,0.2238,0.6946,0.8199,0,0.0161,0,0.00022321
COMP_03181,Telecom,716.43,274.57,441.86,245.57,153.53,270.3,92.63,1718.29,1395.2,323.09,635.88,651.1,542.46,396.25,67.4,360.76,7.94,95.54,0.63,0.2009,0.0945,0.04,0.003,0.0273,0.014488,0.051862,0.5282,0.0361,8.5,5.01,15.63,665.61,0,25.34,0.2143,0.0894,0.4752,0.6086,0.8331,0.9766,4.0737,0.4169,0.7611,0.812,4.3183,2.6511,1.698,1.607,4.94,0.0793,0.0476,0.1064,0.2794,3.3803,0.5759,0.4106,5.8938,0.279,0,0.0381,0,0.000142
COMP_03182,Financials,1250.39,1033.48,216.91,47.62,37.37,87.71,83.9,2809.48,1307.88,1501.6,1095.59,770.82,745.22,562.03,289.95,378.26,22.41,46.85,0.17,-0.0459,0.0735,0.04,0.027866,0.4162,0.018592,0.039804,0.7851,0.005,46.14,18.58,47.2,422.32,0,5.9,0.0299,0.0133,0.0249,0.7291,0.9668,1.4213,3.5643,0.4451,2.7322,0.4655,0.871,0.5676,0.6954,0.7977,28.09,0.0076,0.4424,-0.1194,0.4671,-0.1942,-0.1839,0.5973,-0.2064,0.6164,0,0.014,1,9.01e-05
COMP_03183,Telecom,5192.61,2549.12,2643.49,1982.33,1490.11,2339.61,88.29,5892.99,2363.96,3529.03,1303.32,522.64,664.51,293.85,135.37,287.45,33.23,40.41,0.03,-0.0363,0.0838,0.04,0.007801,0.0814,0.043076,0.029256,0.4961,0.0413,58.33,53.26,28.58,1687.94,0,24.73,0.287,0.2529,0.4222,0.5622,1.2714,2.4937,18.8308,0.8812,8.868,0.4011,0.6699,22.4525,9.1006,36.8748,0.9,0.0009,0.1238,-0.1201,1.4724,-0.6163,-0.0518,0.0869,-0.9373,0.2461,0,0.0147,0,0.00036011
COMP_03184,Technology,2163.99,1170.76,993.23,491.86,355.99,639.89,187.66,5420.34,3068.11,2352.23,2070.54,848.79,1298.99,784.19,630.73,431.2,29.09,39.49,1.57,0.1583,0.0366,0.04,0.018318,0.21,0.03212,0.031823,0.5787,0.0904,52.14,33.93,4.01,1356.63,0,27.17,0.1645,0.0657,0.1513,0.9239,1.5304,2.4394,1.8562,0.3992,2.7151,0.566,1.3043,2.621,1.9791,9.0147,3.23,0.054,0.2908,0.1217,1.0093,0.4068,0.1172,0.3493,0.5633,0.3349,0,0.02,0,0.00028943
COMP_03185,Materials,74.51,29.49,45.02,35.62,22.33,39.1,1.43,78.05,26.93,51.12,12.06,12.28,9.83,4.01,2.55,3.14,65.26,51.31,0.44,0.0581,0.0885,0.04,0.028545,0.4979,0.042261,0.029998,0.9666,0.0286,160.84,104.71,7.39,23.87,0,0.12,0.2997,0.2861,0.4368,0.3265,0.8005,0.9821,11.5647,0.9546,9.3917,0.345,0.5268,24.9091,10.2436,0.4352,149.95,0.0067,0.4531,-0.0304,1.4088,0.0399,0.0128,0.349,0.0364,0.9343,0,0.005,0,5.09e-06
COMP_03186,Financials,1104.07,448.4,655.67,585.85,370.73,696.88,65.59,2651.33,1174.61,1476.72,715.09,656.15,339.13,253.57,153.35,371.79,11.34,139.19,0.26,0.0629,0.0937,0.04,0.011087,0.1581,0.06741,0.054842,0.3348,0.0576,15.54,10.03,7.3,901.53,0,19.29,0.3358,0.1398,0.251,0.3865,0.5168,1.0898,2.924,0.4164,1.2061,0.443,0.7954,8.932,4.4746,2.6635,4.26,0.0229,0.176,-0.0308,1.2292,0.1301,0.0186,0.3546,0.1448,0.1121,0,0.0214,0,0.00019234
COMP_03187,Materials,3085.16,2200.86,884.3,441.87,312.14,570.32,92.25,9194.18,4601.07,4593.11,3075.85,2388.23,2212.32,1141.41,1015.19,1214.39,23.74,14.35,2.35,-0.2245,0.0928,0.04,0.014336,0.1353,0.029887,0.017635,0.6716,0.0758,53.58,29.51,9.79,3279.79,0,108.76,0.1012,0.0339,0.068,0.4779,0.9263,1.2879,2.1679,0.3356,1.8123,0.5004,1.0017,4.7899,1.3572,21.7519,1.09,0.099,0.2276,-0.3173,1.6948,-1.1621,-0.1561,0.4492,-1.9549,0.451,0,0.0332,0,0.00069972
COMP_03188,Materials,218.73,179.83,38.9,-11.49,-9.13,13.09,9.71,635.97,273.6,362.37,133.03,105.67,123.84,79.15,37.5,45.26,33.18,8.07,0.07,0.0778,0.0886,0.04,0.020488,0.1844,0.0156,0.029081,0.6976,0.0517,41.8,16.42,40.03,181.04,32,9.01,-0.0417,-0.0144,-0.0252,0.749,1.172,1.2589,4.7955,0.3439,3.9733,0.4302,0.755,-1.1833,0.4706,-1.1314,,0.0021,0.3252,-0.0108,0.5364,0.1162,0.0705,0.6072,0.205,0.4866,0,0.0498,0,3.862e-05
COMP_03189,Consumer Staples,2699.53,1769.2,930.33,574.69,430.54,798.43,284.48,6912.23,3751.05,3161.18,3850.13,1868.74,2345.37,373.94,1050.86,771.69,15.63,8.95,0.34,0.1972,0.0783,0.04,0.006732,0.1024,0.013277,0.025414,0.8587,0.0257,26.35,14.85,21.13,1284.43,0,31.98,0.1595,0.0623,0.1362,0.2001,1.2551,2.0603,1.6836,0.3905,2.2926,0.5427,1.1866,2.0201,1.9336,48.105,0.32,0.0218,0.1069,0.1189,0.5224,1.4705,0.3009,0.4364,1.5352,0.7374,0,0.0249,0,0.00027403
COMP_03190,Technology,1751.42,1239.87,511.55,148.32,89.9,205.22,64.73,3460.7,1730.43,1730.27,867.27,490.13,367.72,192.72,266.61,210.52,70.91,21.56,0.16,0.0252,0.0269,0.04,0.030616,0.2983,0.020562,0.03946,0.3158,0.0494,140.52,85.29,3.7,771.31,0,8.7,0.0513,0.026,0.052,0.3932,0.7502,1.7695,4.6505,0.5061,5.8896,0.5,1.0001,2.2914,1.4466,4.1698,17.01,0.0023,0.486,-0.0017,0.5211,-0.0305,-0.0284,0.393,-0.0496,0.0997,0,0.0113,0,0.00016455
COMP_03191,Real Estate,4540.1,3318.74,1221.36,245.1,171.09,774.78,361.7,10372.38,7815.42,2556.96,5470.86,1606.01,4093.34,2588.2,424.24,572.01,41.85,56.57,3.79,0.0475,0.0843,0.04,0.018402,0.1863,0.045895,0.044605,0.9056,0.0398,95.22,77.57,15.14,1850.13,46,84.82,0.0377,0.0165,0.0669,1.6116,2.5488,3.4065,7.8228,0.4377,5.8019,0.7535,3.0565,0.6776,1.4172,3.0244,13.84,0.0906,0.2921,-0.0368,1.0289,0.0257,0.0073,0.1854,0.0403,0.8201,0,0.0458,0,0.00039471
COMP_03192,Energy,478.03,230.13,247.9,136.31,89.25,163.9,30.34,1148.15,972.44,175.71,444.27,416.21,189.22,59.99,118.98,216.97,87.77,216.62,0.0,0.3101,0.0846,0.04,0.04266,0.6239,0.067189,0.03587,0.7298,0.005,182.97,141.83,13.36,439.31,0,15.38,0.1867,0.0777,0.5079,0.1441,0.4546,1.0674,1.9342,0.4163,1.0607,0.847,5.5343,4.4927,2.2068,0.412,213.03,0.0,0.6772,0.2255,1.8731,0.3988,0.1442,0.2248,0.4329,0.5326,0,0.035,1,9.372e-05
COMP_03193,Real Estate,3623.05,1350.0,2273.05,1279.31,943.53,1534.73,26.5,2965.41,935.88,2029.53,1156.13,491.62,584.29,93.1,138.69,277.08,168.48,55.12,1.34,-0.0183,0.078,0.04,0.023219,0.4192,0.024795,0.059573,0.9749,0.016,326.59,248.68,34.13,480.81,0,15.17,0.2604,0.3182,0.4649,0.1894,1.1885,2.3517,9.7339,1.2218,4.8722,0.3156,0.4611,48.2758,20.578,17.1177,9.84,0.008,0.3686,-0.0963,0.4162,-0.1582,-0.1401,0.2386,-0.1391,0.9504,0,0.0316,0,0.00010258
COMP_03194,Consumer Staples,1328.13,466.09,862.04,652.01,467.49,725.83,34.77,1361.61,1069.06,292.55,643.49,399.16,274.52,173.87,86.41,120.21,28.78,71.15,0.14,0.3474,0.0313,0.04,0.02552,0.3561,0.025304,0.02271,0.6176,0.0513,29.53,14.76,13.67,194.24,0,1.73,0.352,0.3433,1.598,0.4356,0.6877,1.6121,5.3939,0.9754,3.8773,0.7851,3.6543,18.7521,13.3932,6.5705,4.38,0.0049,0.4051,0.3161,1.1142,0.7588,0.2759,0.5002,0.8632,0.3814,0,0.0089,0,4.144e-05
COMP_03195,Materials,9129.45,4795.93,4333.52,3497.19,2597.58,4369.58,878.65,19295.37,16510.11,2785.26,3321.48,7061.37,1640.34,606.53,181.17,1519.74,65.49,96.56,0.29,-0.1601,0.0666,0.04,0.00997,0.131,0.01135,0.010926,0.6897,0.0838,120.49,105.77,5.21,4669.85,0,45.04,0.2845,0.1346,0.9326,0.0859,0.2323,0.4704,26.472,0.4731,3.1558,0.8557,5.9277,3.9802,3.2472,26.9012,2.43,0.0044,0.1583,-0.2267,1.0388,-1.2641,-0.1926,0.1222,-1.5275,0.4757,0,0.0096,1,0.00099628
